"Code","CCS","CCS.Label"
"96709","174","Other non-OR therapeutic procedures on skin and breast"
"96710","174","Other non-OR therapeutic procedures on skin and breast"
"96711","174","Other non-OR therapeutic procedures on skin and breast"
"96712","174","Other non-OR therapeutic procedures on skin and breast"
"96713","174","Other non-OR therapeutic procedures on skin and breast"
"96714","174","Other non-OR therapeutic procedures on skin and breast"
"96715","174","Other non-OR therapeutic procedures on skin and breast"
"96716","174","Other non-OR therapeutic procedures on skin and breast"
"96717","174","Other non-OR therapeutic procedures on skin and breast"
"96718","174","Other non-OR therapeutic procedures on skin and breast"
"96719","174","Other non-OR therapeutic procedures on skin and breast"
"96720","174","Other non-OR therapeutic procedures on skin and breast"
"96721","174","Other non-OR therapeutic procedures on skin and breast"
"96722","174","Other non-OR therapeutic procedures on skin and breast"
"96723","174","Other non-OR therapeutic procedures on skin and breast"
"96724","174","Other non-OR therapeutic procedures on skin and breast"
"96725","174","Other non-OR therapeutic procedures on skin and breast"
"96726","174","Other non-OR therapeutic procedures on skin and breast"
"96727","174","Other non-OR therapeutic procedures on skin and breast"
"96728","174","Other non-OR therapeutic procedures on skin and breast"
"96729","174","Other non-OR therapeutic procedures on skin and breast"
"96730","174","Other non-OR therapeutic procedures on skin and breast"
"96731","174","Other non-OR therapeutic procedures on skin and breast"
"96732","174","Other non-OR therapeutic procedures on skin and breast"
"96733","174","Other non-OR therapeutic procedures on skin and breast"
"96734","174","Other non-OR therapeutic procedures on skin and breast"
"96735","174","Other non-OR therapeutic procedures on skin and breast"
"96736","174","Other non-OR therapeutic procedures on skin and breast"
"96737","174","Other non-OR therapeutic procedures on skin and breast"
"96738","174","Other non-OR therapeutic procedures on skin and breast"
"96739","174","Other non-OR therapeutic procedures on skin and breast"
"96740","174","Other non-OR therapeutic procedures on skin and breast"
"96741","174","Other non-OR therapeutic procedures on skin and breast"
"96742","174","Other non-OR therapeutic procedures on skin and breast"
"96743","174","Other non-OR therapeutic procedures on skin and breast"
"96744","174","Other non-OR therapeutic procedures on skin and breast"
"96745","174","Other non-OR therapeutic procedures on skin and breast"
"96746","174","Other non-OR therapeutic procedures on skin and breast"
"96747","174","Other non-OR therapeutic procedures on skin and breast"
"96748","174","Other non-OR therapeutic procedures on skin and breast"
"96749","174","Other non-OR therapeutic procedures on skin and breast"
"96750","174","Other non-OR therapeutic procedures on skin and breast"
"96751","174","Other non-OR therapeutic procedures on skin and breast"
"96752","174","Other non-OR therapeutic procedures on skin and breast"
"96753","174","Other non-OR therapeutic procedures on skin and breast"
"96754","174","Other non-OR therapeutic procedures on skin and breast"
"96755","174","Other non-OR therapeutic procedures on skin and breast"
"96756","174","Other non-OR therapeutic procedures on skin and breast"
"96757","174","Other non-OR therapeutic procedures on skin and breast"
"96758","174","Other non-OR therapeutic procedures on skin and breast"
"96759","174","Other non-OR therapeutic procedures on skin and breast"
"96760","174","Other non-OR therapeutic procedures on skin and breast"
"96761","174","Other non-OR therapeutic procedures on skin and breast"
"96762","174","Other non-OR therapeutic procedures on skin and breast"
"96763","174","Other non-OR therapeutic procedures on skin and breast"
"96764","174","Other non-OR therapeutic procedures on skin and breast"
"96765","174","Other non-OR therapeutic procedures on skin and breast"
"96766","174","Other non-OR therapeutic procedures on skin and breast"
"96767","174","Other non-OR therapeutic procedures on skin and breast"
"96768","174","Other non-OR therapeutic procedures on skin and breast"
"96769","174","Other non-OR therapeutic procedures on skin and breast"
"96770","174","Other non-OR therapeutic procedures on skin and breast"
"96771","174","Other non-OR therapeutic procedures on skin and breast"
"96772","174","Other non-OR therapeutic procedures on skin and breast"
"96773","174","Other non-OR therapeutic procedures on skin and breast"
"96774","174","Other non-OR therapeutic procedures on skin and breast"
"96775","174","Other non-OR therapeutic procedures on skin and breast"
"96776","174","Other non-OR therapeutic procedures on skin and breast"
"96777","174","Other non-OR therapeutic procedures on skin and breast"
"96778","174","Other non-OR therapeutic procedures on skin and breast"
"96779","174","Other non-OR therapeutic procedures on skin and breast"
"96780","174","Other non-OR therapeutic procedures on skin and breast"
"96781","174","Other non-OR therapeutic procedures on skin and breast"
"96782","174","Other non-OR therapeutic procedures on skin and breast"
"96783","174","Other non-OR therapeutic procedures on skin and breast"
"96784","174","Other non-OR therapeutic procedures on skin and breast"
"96785","174","Other non-OR therapeutic procedures on skin and breast"
"96786","174","Other non-OR therapeutic procedures on skin and breast"
"96787","174","Other non-OR therapeutic procedures on skin and breast"
"96788","174","Other non-OR therapeutic procedures on skin and breast"
"96789","174","Other non-OR therapeutic procedures on skin and breast"
"96790","174","Other non-OR therapeutic procedures on skin and breast"
"96791","174","Other non-OR therapeutic procedures on skin and breast"
"96792","174","Other non-OR therapeutic procedures on skin and breast"
"96793","174","Other non-OR therapeutic procedures on skin and breast"
"96794","174","Other non-OR therapeutic procedures on skin and breast"
"96795","174","Other non-OR therapeutic procedures on skin and breast"
"96796","174","Other non-OR therapeutic procedures on skin and breast"
"96797","174","Other non-OR therapeutic procedures on skin and breast"
"96798","174","Other non-OR therapeutic procedures on skin and breast"
"96799","174","Other non-OR therapeutic procedures on skin and breast"
"96800","174","Other non-OR therapeutic procedures on skin and breast"
"96801","174","Other non-OR therapeutic procedures on skin and breast"
"96802","174","Other non-OR therapeutic procedures on skin and breast"
"96803","174","Other non-OR therapeutic procedures on skin and breast"
"96804","174","Other non-OR therapeutic procedures on skin and breast"
"96805","174","Other non-OR therapeutic procedures on skin and breast"
"96806","174","Other non-OR therapeutic procedures on skin and breast"
"96807","174","Other non-OR therapeutic procedures on skin and breast"
"96808","174","Other non-OR therapeutic procedures on skin and breast"
"96809","174","Other non-OR therapeutic procedures on skin and breast"
"96810","174","Other non-OR therapeutic procedures on skin and breast"
"96811","174","Other non-OR therapeutic procedures on skin and breast"
"96812","174","Other non-OR therapeutic procedures on skin and breast"
"96813","174","Other non-OR therapeutic procedures on skin and breast"
"96814","174","Other non-OR therapeutic procedures on skin and breast"
"96815","174","Other non-OR therapeutic procedures on skin and breast"
"96816","174","Other non-OR therapeutic procedures on skin and breast"
"96817","174","Other non-OR therapeutic procedures on skin and breast"
"96818","174","Other non-OR therapeutic procedures on skin and breast"
"96819","174","Other non-OR therapeutic procedures on skin and breast"
"96820","174","Other non-OR therapeutic procedures on skin and breast"
"96821","174","Other non-OR therapeutic procedures on skin and breast"
"96822","174","Other non-OR therapeutic procedures on skin and breast"
"96823","174","Other non-OR therapeutic procedures on skin and breast"
"96824","174","Other non-OR therapeutic procedures on skin and breast"
"96825","174","Other non-OR therapeutic procedures on skin and breast"
"96826","174","Other non-OR therapeutic procedures on skin and breast"
"96827","174","Other non-OR therapeutic procedures on skin and breast"
"96828","174","Other non-OR therapeutic procedures on skin and breast"
"96829","174","Other non-OR therapeutic procedures on skin and breast"
"96830","174","Other non-OR therapeutic procedures on skin and breast"
"96831","174","Other non-OR therapeutic procedures on skin and breast"
"96832","174","Other non-OR therapeutic procedures on skin and breast"
"96833","174","Other non-OR therapeutic procedures on skin and breast"
"96834","174","Other non-OR therapeutic procedures on skin and breast"
"96835","174","Other non-OR therapeutic procedures on skin and breast"
"96836","174","Other non-OR therapeutic procedures on skin and breast"
"96837","174","Other non-OR therapeutic procedures on skin and breast"
"96838","174","Other non-OR therapeutic procedures on skin and breast"
"96839","174","Other non-OR therapeutic procedures on skin and breast"
"96840","174","Other non-OR therapeutic procedures on skin and breast"
"96841","174","Other non-OR therapeutic procedures on skin and breast"
"96842","174","Other non-OR therapeutic procedures on skin and breast"
"96843","174","Other non-OR therapeutic procedures on skin and breast"
"96844","174","Other non-OR therapeutic procedures on skin and breast"
"96845","174","Other non-OR therapeutic procedures on skin and breast"
"96846","174","Other non-OR therapeutic procedures on skin and breast"
"96847","174","Other non-OR therapeutic procedures on skin and breast"
"96848","174","Other non-OR therapeutic procedures on skin and breast"
"96849","174","Other non-OR therapeutic procedures on skin and breast"
"96850","174","Other non-OR therapeutic procedures on skin and breast"
"96851","174","Other non-OR therapeutic procedures on skin and breast"
"96852","174","Other non-OR therapeutic procedures on skin and breast"
"96853","174","Other non-OR therapeutic procedures on skin and breast"
"96854","174","Other non-OR therapeutic procedures on skin and breast"
"96855","174","Other non-OR therapeutic procedures on skin and breast"
"96856","174","Other non-OR therapeutic procedures on skin and breast"
"96857","174","Other non-OR therapeutic procedures on skin and breast"
"96858","174","Other non-OR therapeutic procedures on skin and breast"
"96859","174","Other non-OR therapeutic procedures on skin and breast"
"96860","174","Other non-OR therapeutic procedures on skin and breast"
"96861","174","Other non-OR therapeutic procedures on skin and breast"
"96862","174","Other non-OR therapeutic procedures on skin and breast"
"96863","174","Other non-OR therapeutic procedures on skin and breast"
"96864","174","Other non-OR therapeutic procedures on skin and breast"
"96865","174","Other non-OR therapeutic procedures on skin and breast"
"96866","174","Other non-OR therapeutic procedures on skin and breast"
"96867","174","Other non-OR therapeutic procedures on skin and breast"
"96868","174","Other non-OR therapeutic procedures on skin and breast"
"96869","174","Other non-OR therapeutic procedures on skin and breast"
"96870","174","Other non-OR therapeutic procedures on skin and breast"
"96871","174","Other non-OR therapeutic procedures on skin and breast"
"96872","174","Other non-OR therapeutic procedures on skin and breast"
"96873","174","Other non-OR therapeutic procedures on skin and breast"
"96874","174","Other non-OR therapeutic procedures on skin and breast"
"96875","174","Other non-OR therapeutic procedures on skin and breast"
"96876","174","Other non-OR therapeutic procedures on skin and breast"
"96877","174","Other non-OR therapeutic procedures on skin and breast"
"96878","174","Other non-OR therapeutic procedures on skin and breast"
"96879","174","Other non-OR therapeutic procedures on skin and breast"
"96880","174","Other non-OR therapeutic procedures on skin and breast"
"96881","174","Other non-OR therapeutic procedures on skin and breast"
"96882","174","Other non-OR therapeutic procedures on skin and breast"
"96883","174","Other non-OR therapeutic procedures on skin and breast"
"96884","174","Other non-OR therapeutic procedures on skin and breast"
"96885","174","Other non-OR therapeutic procedures on skin and breast"
"96886","174","Other non-OR therapeutic procedures on skin and breast"
"96887","174","Other non-OR therapeutic procedures on skin and breast"
"96888","174","Other non-OR therapeutic procedures on skin and breast"
"96889","174","Other non-OR therapeutic procedures on skin and breast"
"96890","174","Other non-OR therapeutic procedures on skin and breast"
"96891","174","Other non-OR therapeutic procedures on skin and breast"
"96892","174","Other non-OR therapeutic procedures on skin and breast"
"96893","174","Other non-OR therapeutic procedures on skin and breast"
"96894","174","Other non-OR therapeutic procedures on skin and breast"
"96895","174","Other non-OR therapeutic procedures on skin and breast"
"96896","174","Other non-OR therapeutic procedures on skin and breast"
"96897","174","Other non-OR therapeutic procedures on skin and breast"
"96898","174","Other non-OR therapeutic procedures on skin and breast"
"96899","174","Other non-OR therapeutic procedures on skin and breast"
"96900","174","Other non-OR therapeutic procedures on skin and breast"
"96904","174","Other non-OR therapeutic procedures on skin and breast"
"96905","174","Other non-OR therapeutic procedures on skin and breast"
"96906","174","Other non-OR therapeutic procedures on skin and breast"
"96907","174","Other non-OR therapeutic procedures on skin and breast"
"96908","174","Other non-OR therapeutic procedures on skin and breast"
"96909","174","Other non-OR therapeutic procedures on skin and breast"
"96910","174","Other non-OR therapeutic procedures on skin and breast"
"96911","174","Other non-OR therapeutic procedures on skin and breast"
"96912","174","Other non-OR therapeutic procedures on skin and breast"
"96913","174","Other non-OR therapeutic procedures on skin and breast"
"96914","174","Other non-OR therapeutic procedures on skin and breast"
"96915","174","Other non-OR therapeutic procedures on skin and breast"
"96916","174","Other non-OR therapeutic procedures on skin and breast"
"96917","174","Other non-OR therapeutic procedures on skin and breast"
"96918","174","Other non-OR therapeutic procedures on skin and breast"
"96919","174","Other non-OR therapeutic procedures on skin and breast"
"96920","174","Other non-OR therapeutic procedures on skin and breast"
"96921","174","Other non-OR therapeutic procedures on skin and breast"
"96922","174","Other non-OR therapeutic procedures on skin and breast"
"96999","174","Other non-OR therapeutic procedures on skin and breast"
"G0127","174","Other non-OR therapeutic procedures on skin and breast"
"G0168","174","Other non-OR therapeutic procedures on skin and breast"
"G0247","174","Other non-OR therapeutic procedures on skin and breast"
"G0281","174","Other non-OR therapeutic procedures on skin and breast"
"G0282","174","Other non-OR therapeutic procedures on skin and breast"
"G0283","174","Other non-OR therapeutic procedures on skin and breast"
"G0295","174","Other non-OR therapeutic procedures on skin and breast"
"G0329","174","Other non-OR therapeutic procedures on skin and breast"
"S0390","174","Other non-OR therapeutic procedures on skin and breast"
"S2067","174","Other non-OR therapeutic procedures on skin and breast"
"0061T","175","Other OR therapeutic procedures on skin and breast"
"0419T","175","Other OR therapeutic procedures on skin and breast"
"0420T","175","Other OR therapeutic procedures on skin and breast"
"11760","175","Other OR therapeutic procedures on skin and breast"
"11761","175","Other OR therapeutic procedures on skin and breast"
"11762","175","Other OR therapeutic procedures on skin and breast"
"11770","175","Other OR therapeutic procedures on skin and breast"
"11771","175","Other OR therapeutic procedures on skin and breast"
"11772","175","Other OR therapeutic procedures on skin and breast"
"11960","175","Other OR therapeutic procedures on skin and breast"
"11961","175","Other OR therapeutic procedures on skin and breast"
"11962","175","Other OR therapeutic procedures on skin and breast"
"11963","175","Other OR therapeutic procedures on skin and breast"
"11964","175","Other OR therapeutic procedures on skin and breast"
"11965","175","Other OR therapeutic procedures on skin and breast"
"11966","175","Other OR therapeutic procedures on skin and breast"
"11967","175","Other OR therapeutic procedures on skin and breast"
"11968","175","Other OR therapeutic procedures on skin and breast"
"11969","175","Other OR therapeutic procedures on skin and breast"
"11970","175","Other OR therapeutic procedures on skin and breast"
"11971","175","Other OR therapeutic procedures on skin and breast"
"15740","175","Other OR therapeutic procedures on skin and breast"
"15777","175","Other OR therapeutic procedures on skin and breast"
"15778","175","Other OR therapeutic procedures on skin and breast"
"15779","175","Other OR therapeutic procedures on skin and breast"
"15780","175","Other OR therapeutic procedures on skin and breast"
"15781","175","Other OR therapeutic procedures on skin and breast"
"15782","175","Other OR therapeutic procedures on skin and breast"
"15783","175","Other OR therapeutic procedures on skin and breast"
"15784","175","Other OR therapeutic procedures on skin and breast"
"15785","175","Other OR therapeutic procedures on skin and breast"
"15786","175","Other OR therapeutic procedures on skin and breast"
"15787","175","Other OR therapeutic procedures on skin and breast"
"15810","175","Other OR therapeutic procedures on skin and breast"
"15811","175","Other OR therapeutic procedures on skin and breast"
"15812","175","Other OR therapeutic procedures on skin and breast"
"15813","175","Other OR therapeutic procedures on skin and breast"
"15814","175","Other OR therapeutic procedures on skin and breast"
"15815","175","Other OR therapeutic procedures on skin and breast"
"15816","175","Other OR therapeutic procedures on skin and breast"
"15817","175","Other OR therapeutic procedures on skin and breast"
"15818","175","Other OR therapeutic procedures on skin and breast"
"15819","175","Other OR therapeutic procedures on skin and breast"
"15824","175","Other OR therapeutic procedures on skin and breast"
"15825","175","Other OR therapeutic procedures on skin and breast"
"15826","175","Other OR therapeutic procedures on skin and breast"
"15827","175","Other OR therapeutic procedures on skin and breast"
"15828","175","Other OR therapeutic procedures on skin and breast"
"15829","175","Other OR therapeutic procedures on skin and breast"
"15830","175","Other OR therapeutic procedures on skin and breast"
"15831","175","Other OR therapeutic procedures on skin and breast"
"15832","175","Other OR therapeutic procedures on skin and breast"
"15833","175","Other OR therapeutic procedures on skin and breast"
"15834","175","Other OR therapeutic procedures on skin and breast"
"15835","175","Other OR therapeutic procedures on skin and breast"
"15836","175","Other OR therapeutic procedures on skin and breast"
"15837","175","Other OR therapeutic procedures on skin and breast"
"15838","175","Other OR therapeutic procedures on skin and breast"
"15839","175","Other OR therapeutic procedures on skin and breast"
"15847","175","Other OR therapeutic procedures on skin and breast"
"15860","175","Other OR therapeutic procedures on skin and breast"
"15861","175","Other OR therapeutic procedures on skin and breast"
"15862","175","Other OR therapeutic procedures on skin and breast"
"15863","175","Other OR therapeutic procedures on skin and breast"
"15864","175","Other OR therapeutic procedures on skin and breast"
"15865","175","Other OR therapeutic procedures on skin and breast"
"15866","175","Other OR therapeutic procedures on skin and breast"
"15867","175","Other OR therapeutic procedures on skin and breast"
"15868","175","Other OR therapeutic procedures on skin and breast"
"15869","175","Other OR therapeutic procedures on skin and breast"
"15870","175","Other OR therapeutic procedures on skin and breast"
"15871","175","Other OR therapeutic procedures on skin and breast"
"15872","175","Other OR therapeutic procedures on skin and breast"
"15873","175","Other OR therapeutic procedures on skin and breast"
"15874","175","Other OR therapeutic procedures on skin and breast"
"15875","175","Other OR therapeutic procedures on skin and breast"
"15876","175","Other OR therapeutic procedures on skin and breast"
"15877","175","Other OR therapeutic procedures on skin and breast"
"15878","175","Other OR therapeutic procedures on skin and breast"
"15879","175","Other OR therapeutic procedures on skin and breast"
"16035","175","Other OR therapeutic procedures on skin and breast"
"16036","175","Other OR therapeutic procedures on skin and breast"
"17999","175","Other OR therapeutic procedures on skin and breast"
"19020","175","Other OR therapeutic procedures on skin and breast"
"19112","175","Other OR therapeutic procedures on skin and breast"
"19140","175","Other OR therapeutic procedures on skin and breast"
"19296","175","Other OR therapeutic procedures on skin and breast"
"19298","175","Other OR therapeutic procedures on skin and breast"
"19316","175","Other OR therapeutic procedures on skin and breast"
"19317","175","Other OR therapeutic procedures on skin and breast"
"19318","175","Other OR therapeutic procedures on skin and breast"
"19319","175","Other OR therapeutic procedures on skin and breast"
"19320","175","Other OR therapeutic procedures on skin and breast"
"19321","175","Other OR therapeutic procedures on skin and breast"
"19322","175","Other OR therapeutic procedures on skin and breast"
"19323","175","Other OR therapeutic procedures on skin and breast"
"19324","175","Other OR therapeutic procedures on skin and breast"
"19325","175","Other OR therapeutic procedures on skin and breast"
"19326","175","Other OR therapeutic procedures on skin and breast"
"19327","175","Other OR therapeutic procedures on skin and breast"
"19328","175","Other OR therapeutic procedures on skin and breast"
"19329","175","Other OR therapeutic procedures on skin and breast"
"19330","175","Other OR therapeutic procedures on skin and breast"
"19331","175","Other OR therapeutic procedures on skin and breast"
"19332","175","Other OR therapeutic procedures on skin and breast"
"19333","175","Other OR therapeutic procedures on skin and breast"
"19334","175","Other OR therapeutic procedures on skin and breast"
"19335","175","Other OR therapeutic procedures on skin and breast"
"19336","175","Other OR therapeutic procedures on skin and breast"
"19337","175","Other OR therapeutic procedures on skin and breast"
"19338","175","Other OR therapeutic procedures on skin and breast"
"19339","175","Other OR therapeutic procedures on skin and breast"
"19340","175","Other OR therapeutic procedures on skin and breast"
"19341","175","Other OR therapeutic procedures on skin and breast"
"19342","175","Other OR therapeutic procedures on skin and breast"
"19343","175","Other OR therapeutic procedures on skin and breast"
"19344","175","Other OR therapeutic procedures on skin and breast"
"19345","175","Other OR therapeutic procedures on skin and breast"
"19346","175","Other OR therapeutic procedures on skin and breast"
"19347","175","Other OR therapeutic procedures on skin and breast"
"19348","175","Other OR therapeutic procedures on skin and breast"
"19349","175","Other OR therapeutic procedures on skin and breast"
"19350","175","Other OR therapeutic procedures on skin and breast"
"19351","175","Other OR therapeutic procedures on skin and breast"
"19352","175","Other OR therapeutic procedures on skin and breast"
"19353","175","Other OR therapeutic procedures on skin and breast"
"19354","175","Other OR therapeutic procedures on skin and breast"
"19355","175","Other OR therapeutic procedures on skin and breast"
"19356","175","Other OR therapeutic procedures on skin and breast"
"19357","175","Other OR therapeutic procedures on skin and breast"
"19358","175","Other OR therapeutic procedures on skin and breast"
"19359","175","Other OR therapeutic procedures on skin and breast"
"19360","175","Other OR therapeutic procedures on skin and breast"
"19361","175","Other OR therapeutic procedures on skin and breast"
"19362","175","Other OR therapeutic procedures on skin and breast"
"19363","175","Other OR therapeutic procedures on skin and breast"
"19364","175","Other OR therapeutic procedures on skin and breast"
"19365","175","Other OR therapeutic procedures on skin and breast"
"19366","175","Other OR therapeutic procedures on skin and breast"
"19367","175","Other OR therapeutic procedures on skin and breast"
"19368","175","Other OR therapeutic procedures on skin and breast"
"19369","175","Other OR therapeutic procedures on skin and breast"
"19370","175","Other OR therapeutic procedures on skin and breast"
"19371","175","Other OR therapeutic procedures on skin and breast"
"19372","175","Other OR therapeutic procedures on skin and breast"
"19373","175","Other OR therapeutic procedures on skin and breast"
"19374","175","Other OR therapeutic procedures on skin and breast"
"19375","175","Other OR therapeutic procedures on skin and breast"
"19376","175","Other OR therapeutic procedures on skin and breast"
"19377","175","Other OR therapeutic procedures on skin and breast"
"19378","175","Other OR therapeutic procedures on skin and breast"
"19379","175","Other OR therapeutic procedures on skin and breast"
"19380","175","Other OR therapeutic procedures on skin and breast"
"19499","175","Other OR therapeutic procedures on skin and breast"
"20100","175","Other OR therapeutic procedures on skin and breast"
"20101","175","Other OR therapeutic procedures on skin and breast"
"20102","175","Other OR therapeutic procedures on skin and breast"
"20103","175","Other OR therapeutic procedures on skin and breast"
"20926","175","Other OR therapeutic procedures on skin and breast"
"26560","175","Other OR therapeutic procedures on skin and breast"
"26561","175","Other OR therapeutic procedures on skin and breast"
"26562","175","Other OR therapeutic procedures on skin and breast"
"26596","175","Other OR therapeutic procedures on skin and breast"
"26597","175","Other OR therapeutic procedures on skin and breast"
"27086","175","Other OR therapeutic procedures on skin and breast"
"28190","175","Other OR therapeutic procedures on skin and breast"
"28280","175","Other OR therapeutic procedures on skin and breast"
"30120","175","Other OR therapeutic procedures on skin and breast"
"30121","175","Other OR therapeutic procedures on skin and breast"
"30122","175","Other OR therapeutic procedures on skin and breast"
"30123","175","Other OR therapeutic procedures on skin and breast"
"30124","175","Other OR therapeutic procedures on skin and breast"
"36530","175","Other OR therapeutic procedures on skin and breast"
"36531","175","Other OR therapeutic procedures on skin and breast"
"61215","175","Other OR therapeutic procedures on skin and breast"
"62367","175","Other OR therapeutic procedures on skin and breast"
"62368","175","Other OR therapeutic procedures on skin and breast"
"S2066","175","Other OR therapeutic procedures on skin and breast"
"S2068","175","Other OR therapeutic procedures on skin and breast"
"0014T","176","Other organ transplantation"
"32851","176","Other organ transplantation"
"32852","176","Other organ transplantation"
"32853","176","Other organ transplantation"
"32854","176","Other organ transplantation"
"32855","176","Other organ transplantation"
"32856","176","Other organ transplantation"
"33930","176","Other organ transplantation"
"33931","176","Other organ transplantation"
"33932","176","Other organ transplantation"
"33933","176","Other organ transplantation"
"33934","176","Other organ transplantation"
"33935","176","Other organ transplantation"
"33944","176","Other organ transplantation"
"33945","176","Other organ transplantation"
"44135","176","Other organ transplantation"
"44136","176","Other organ transplantation"
"44715","176","Other organ transplantation"
"44716","176","Other organ transplantation"
"44717","176","Other organ transplantation"
"44718","176","Other organ transplantation"
"44719","176","Other organ transplantation"
"44720","176","Other organ transplantation"
"44721","176","Other organ transplantation"
"47135","176","Other organ transplantation"
"47136","176","Other organ transplantation"
"47137","176","Other organ transplantation"
"47138","176","Other organ transplantation"
"47139","176","Other organ transplantation"
"47140","176","Other organ transplantation"
"47141","176","Other organ transplantation"
"47142","176","Other organ transplantation"
"47143","176","Other organ transplantation"
"47144","176","Other organ transplantation"
"47145","176","Other organ transplantation"
"47146","176","Other organ transplantation"
"47147","176","Other organ transplantation"
"48160","176","Other organ transplantation"
"48551","176","Other organ transplantation"
"48552","176","Other organ transplantation"
"48553","176","Other organ transplantation"
"48554","176","Other organ transplantation"
"65780","176","Other organ transplantation"
"65781","176","Other organ transplantation"
"65782","176","Other organ transplantation"
"G0341","176","Other organ transplantation"
"G0342","176","Other organ transplantation"
"G0343","176","Other organ transplantation"
"S2052","176","Other organ transplantation"
"S2053","176","Other organ transplantation"
"S2054","176","Other organ transplantation"
"S2055","176","Other organ transplantation"
"S2060","176","Other organ transplantation"
"S2102","176","Other organ transplantation"
"S2103","176","Other organ transplantation"
"S2152","176","Other organ transplantation"
"70450","177","Computerized axial tomography (CT) scan head"
"70451","177","Computerized axial tomography (CT) scan head"
"70452","177","Computerized axial tomography (CT) scan head"
"70453","177","Computerized axial tomography (CT) scan head"
"70454","177","Computerized axial tomography (CT) scan head"
"70455","177","Computerized axial tomography (CT) scan head"
"70456","177","Computerized axial tomography (CT) scan head"
"70457","177","Computerized axial tomography (CT) scan head"
"70458","177","Computerized axial tomography (CT) scan head"
"70459","177","Computerized axial tomography (CT) scan head"
"70460","177","Computerized axial tomography (CT) scan head"
"70461","177","Computerized axial tomography (CT) scan head"
"70462","177","Computerized axial tomography (CT) scan head"
"70463","177","Computerized axial tomography (CT) scan head"
"70464","177","Computerized axial tomography (CT) scan head"
"70465","177","Computerized axial tomography (CT) scan head"
"70466","177","Computerized axial tomography (CT) scan head"
"70467","177","Computerized axial tomography (CT) scan head"
"70468","177","Computerized axial tomography (CT) scan head"
"70469","177","Computerized axial tomography (CT) scan head"
"70470","177","Computerized axial tomography (CT) scan head"
"70471","177","Computerized axial tomography (CT) scan head"
"70472","177","Computerized axial tomography (CT) scan head"
"70473","177","Computerized axial tomography (CT) scan head"
"70474","177","Computerized axial tomography (CT) scan head"
"70475","177","Computerized axial tomography (CT) scan head"
"70476","177","Computerized axial tomography (CT) scan head"
"70477","177","Computerized axial tomography (CT) scan head"
"70478","177","Computerized axial tomography (CT) scan head"
"70479","177","Computerized axial tomography (CT) scan head"
"70480","177","Computerized axial tomography (CT) scan head"
"70481","177","Computerized axial tomography (CT) scan head"
"70482","177","Computerized axial tomography (CT) scan head"
"70483","177","Computerized axial tomography (CT) scan head"
"70484","177","Computerized axial tomography (CT) scan head"
"70485","177","Computerized axial tomography (CT) scan head"
"70486","177","Computerized axial tomography (CT) scan head"
"70487","177","Computerized axial tomography (CT) scan head"
"70488","177","Computerized axial tomography (CT) scan head"
"70496","177","Computerized axial tomography (CT) scan head"
"71250","178","CT scan chest"
"71251","178","CT scan chest"
"71252","178","CT scan chest"
"71253","178","CT scan chest"
"71254","178","CT scan chest"
"71255","178","CT scan chest"
"71256","178","CT scan chest"
"71257","178","CT scan chest"
"71258","178","CT scan chest"
"71259","178","CT scan chest"
"71260","178","CT scan chest"
"71261","178","CT scan chest"
"71262","178","CT scan chest"
"71263","178","CT scan chest"
"71264","178","CT scan chest"
"71265","178","CT scan chest"
"71266","178","CT scan chest"
"71267","178","CT scan chest"
"71268","178","CT scan chest"
"71269","178","CT scan chest"
"71270","178","CT scan chest"
"71271","178","CT scan chest"
"71272","178","CT scan chest"
"71273","178","CT scan chest"
"71274","178","CT scan chest"
"71275","178","CT scan chest"
"75571","178","CT scan chest"
"75572","178","CT scan chest"
"75573","178","CT scan chest"
"S8032","178","CT scan chest"
"S8093","178","CT scan chest"
"72191","179","CT scan abdomen"
"72192","179","CT scan abdomen"
"72193","179","CT scan abdomen"
"72194","179","CT scan abdomen"
"74150","179","CT scan abdomen"
"74151","179","CT scan abdomen"
"74152","179","CT scan abdomen"
"74153","179","CT scan abdomen"
"74154","179","CT scan abdomen"
"74155","179","CT scan abdomen"
"74156","179","CT scan abdomen"
"74157","179","CT scan abdomen"
"74158","179","CT scan abdomen"
"74159","179","CT scan abdomen"
"74160","179","CT scan abdomen"
"74161","179","CT scan abdomen"
"74162","179","CT scan abdomen"
"74163","179","CT scan abdomen"
"74164","179","CT scan abdomen"
"74165","179","CT scan abdomen"
"74166","179","CT scan abdomen"
"74167","179","CT scan abdomen"
"74168","179","CT scan abdomen"
"74169","179","CT scan abdomen"
"74170","179","CT scan abdomen"
"74171","179","CT scan abdomen"
"74172","179","CT scan abdomen"
"74173","179","CT scan abdomen"
"74174","179","CT scan abdomen"
"74175","179","CT scan abdomen"
"74176","179","CT scan abdomen"
"74177","179","CT scan abdomen"
"74178","179","CT scan abdomen"
"74261","179","CT scan abdomen"
"74262","179","CT scan abdomen"
"74263","179","CT scan abdomen"
"0042T","180","Other CT scan"
"0144T","180","Other CT scan"
"0145T","180","Other CT scan"
"0146T","180","Other CT scan"
"0147T","180","Other CT scan"
"0148T","180","Other CT scan"
"0149T","180","Other CT scan"
"0150T","180","Other CT scan"
"0151T","180","Other CT scan"
"0351T","180","Other CT scan"
"0352T","180","Other CT scan"
"0353T","180","Other CT scan"
"0354T","180","Other CT scan"
"70490","180","Other CT scan"
